,Date,Male,Female,New Cases,Active Cases,Recoveries,Vacinated,School Infections,Deaths
72,2020-05-12,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
73,2020-05-13,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0
74,2020-05-14,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0
75,2020-05-15,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0
76,2020-05-16,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0
77,2020-05-17,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0
78,2020-05-18,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0
79,2020-05-19,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0
80,2020-05-20,0.0,2.0,2.0,4.0,14.0,0.0,0.0,0.0
81,2020-05-21,1.0,0.0,1.0,5.0,14.0,0.0,0.0,0.0
82,2020-05-22,1.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0
83,2020-05-23,1.0,0.0,1.0,7.0,14.0,0.0,0.0,0.0
84,2020-05-24,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0
85,2020-05-25,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0
86,2020-05-26,1.0,0.0,1.0,8.0,14.0,0.0,0.0,0.0
87,2020-05-27,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0
88,2020-05-28,0.0,1.0,1.0,9.0,14.0,0.0,0.0,0.0
89,2020-05-29,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0
90,2020-05-30,1.0,0.0,1.0,10.0,14.0,0.0,0.0,0.0
91,2020-05-31,0.0,1.0,1.0,11.0,14.0,0.0,0.0,0.0
92,2020-06-01,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
93,2020-06-02,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
94,2020-06-03,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
95,2020-06-04,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
96,2020-06-05,4.0,0.0,4.0,15.0,14.0,0.0,1.0,0.0
97,2020-06-06,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0
98,2020-06-07,0.0,2.0,2.0,15.0,16.0,0.0,0.0,0.0
99,2020-06-08,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0
100,2020-06-09,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0
101,2020-06-10,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0
102,2020-06-11,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0
103,2020-06-12,0.0,1.0,1.0,15.0,17.0,0.0,0.0,0.0
104,2020-06-13,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0
105,2020-06-14,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0
106,2020-06-15,1.0,1.0,2.0,16.0,18.0,0.0,0.0,0.0
107,2020-06-16,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0
108,2020-06-17,3.0,2.0,5.0,20.0,19.0,0.0,0.0,0.0
109,2020-06-18,3.0,3.0,6.0,26.0,19.0,0.0,0.0,0.0
110,2020-06-19,0.0,1.0,1.0,27.0,19.0,0.0,0.0,0.0
111,2020-06-20,3.0,9.0,12.0,39.0,19.0,0.0,0.0,0.0
112,2020-06-21,2.0,3.0,5.0,44.0,21.0,0.0,0.0,0.0
113,2020-06-22,3.0,6.0,9.0,53.0,21.0,0.0,0.0,0.0
114,2020-06-23,0.0,0.0,5.0,58.0,21.0,0.0,0.0,0.0
115,2020-06-24,0.0,0.0,25.0,83.0,21.0,0.0,0.0,0.0
116,2020-06-25,2.0,2.0,4.0,86.0,21.0,0.0,0.0,0.0
117,2020-06-26,3.0,12.0,15.0,101.0,22.0,0.0,0.0,0.0
118,2020-06-27,0.0,0.0,26.0,127.0,22.0,0.0,0.0,0.0
119,2020-06-28,0.0,0.0,33.0,159.0,24.0,0.0,0.0,0.0
120,2020-06-29,0.0,0.0,19.0,178.0,24.0,0.0,0.0,0.0
121,2020-06-30,0.0,0.0,53.0,231.0,24.0,0.0,0.0,0.0
122,2020-07-01,0.0,0.0,38.0,269.0,24.0,0.0,0.0,0.0
123,2020-07-02,0.0,0.0,41.0,310.0,25.0,0.0,0.0,0.0
124,2020-07-03,0.0,0.0,40.0,350.0,25.0,0.0,0.0,0.0
125,2020-07-04,0.0,0.0,0.0,350.0,25.0,0.0,0.0,0.0
126,2020-07-05,0.0,0.0,110.0,460.0,25.0,0.0,0.0,0.0
127,2020-07-06,0.0,0.0,55.0,515.0,25.0,0.0,0.0,0.0
128,2020-07-07,0.0,0.0,53.0,568.0,25.0,0.0,0.0,0.0
129,2020-07-08,0.0,0.0,22.0,590.0,25.0,0.0,0.0,0.0
130,2020-07-09,0.0,0.0,52.0,642.0,25.0,0.0,0.0,0.0
131,2020-07-10,0.0,0.0,45.0,687.0,25.0,0.0,0.0,0.0
132,2020-07-11,0.0,0.0,71.0,758.0,26.0,0.0,0.0,0.0
133,2020-07-12,0.0,0.0,74.0,832.0,28.0,0.0,0.0,0.0
134,2020-07-13,0.0,0.0,2.0,833.0,29.0,0.0,0.0,0.0
135,2020-07-14,0.0,0.0,94.0,927.0,31.0,0.0,0.0,0.0
136,2020-07-15,0.0,0.0,62.0,999.0,31.0,0.0,0.0,0.0
137,2020-07-16,0.0,0.0,45.0,1044.0,32.0,0.0,0.0,0.0
138,2020-07-17,0.0,0.0,125.0,1169.0,32.0,0.0,0.0,0.0
139,2020-07-18,0.0,0.0,42.0,1209.0,35.0,0.0,0.0,0.0
140,2020-07-19,0.0,0.0,91.0,1297.0,42.0,0.0,0.0,0.0
141,2020-07-20,0.0,0.0,5.0,1302.0,57.0,0.0,0.0,7.0
142,2020-07-21,0.0,0.0,33.0,1331.0,66.0,0.0,0.0,7.0
143,2020-07-22,0.0,0.0,115.0,1446.0,69.0,0.0,0.0,7.0
144,2020-07-23,0.0,0.0,93.0,1539.0,72.0,0.0,0.0,7.0
145,2020-07-24,0.0,0.0,69.0,1608.0,72.0,0.0,0.0,7.0
146,2020-07-25,0.0,0.0,86.0,1692.0,75.0,0.0,0.0,8.0
147,2020-07-26,0.0,0.0,44.0,1734.0,101.0,0.0,0.0,8.0
148,2020-07-27,0.0,0.0,74.0,1805.0,104.0,0.0,0.0,8.0
149,2020-07-28,0.0,0.0,68.0,1873.0,104.0,0.0,0.0,9.0
150,2020-07-29,0.0,0.0,65.0,1878.0,164.0,0.0,0.0,10.0
151,2020-07-30,0.0,0.0,77.0,1953.0,166.0,0.0,0.0,10.0
152,2020-07-31,0.0,0.0,94.0,2042.0,171.0,0.0,0.0,11.0
153,2020-08-01,0.0,0.0,54.0,2077.0,182.0,0.0,0.0,11.0
184,2020-09-01,0.0,0.0,0.0,4307.0,3445.0,0.0,0.0,82.0
185,2020-09-02,0.0,0.0,211.0,4513.0,3483.0,0.0,0.0,86.0
186,2020-09-03,0.0,0.0,117.0,4625.0,3611.0,0.0,0.0,86.0
187,2020-09-04,0.0,0.0,159.0,4780.0,3643.0,0.0,0.0,87.0
188,2020-09-05,0.0,0.0,154.0,4810.0,3786.0,0.0,0.0,89.0
189,2020-09-06,0.0,0.0,103.0,4913.0,3806.0,0.0,0.0,91.0
190,2020-09-07,0.0,0.0,100.0,4856.0,3981.0,0.0,0.0,91.0
191,2020-09-08,0.0,0.0,21.0,4375.0,4640.0,0.0,0.0,93.0
192,2020-09-09,0.0,0.0,47.0,4393.0,4767.0,0.0,0.0,96.0
193,2020-09-10,0.0,0.0,96.0,4441.0,4898.0,0.0,0.0,98.0
194,2020-09-11,0.0,0.0,37.0,3695.0,5811.0,0.0,0.0,98.0
195,2020-09-12,0.0,0.0,24.0,3075.0,6543.0,0.0,0.0,101.0
196,2020-09-13,0.0,0.0,81.0,3022.0,6693.0,0.0,0.0,103.0
197,2020-09-14,0.0,0.0,12.0,2437.0,7358.0,0.0,0.0,106.0
198,2020-09-15,0.0,0.0,907.0,3254.0,7502.0,0.0,0.0,108.0
199,2020-09-16,0.0,0.0,38.0,2285.0,7694.0,0.0,0.0,108.0
200,2020-09-17,0.0,0.0,31.0,2179.0,7860.0,0.0,0.0,108.0
201,2020-09-18,0.0,0.0,81.0,2212.0,7969.0,0.0,0.0,111.0
202,2020-09-19,0.0,0.0,40.0,2232.0,8035.0,0.0,0.0,112.0
203,2020-09-20,0.0,46.0,203.0,2301.0,8112.0,0.0,0.0,113.0
